isbn,shelf_id
9780449218471,0
9780393964813,0
9780316058780,0
9780446613354,0
9781562010355,0
9780441094998,0
9780881031904,0
9781598160123,0
9780689856747,0
9781400032488,0
9780679600176,1
9783491757103,1
9781400030125,1
9780679749066,1
9780446692472,1
9788466630030,1
9781905850587,1
9788497930970,2
9780140620634,2
9780192833600,2
9780440184621,2
9780395606483,2
9781401881542,2
9781902538341,3
9780393977530,3
9780835608305,3
9780140289237,3
9780786927005,3
9781593080556,3
9780786914296,3
9780470043608,3
9780385239547,3
9780385722162,3
9780786806430,3
9780618422531,3
9781931082099,3
9781581348095,3
9780688154721,4
9788497643658,4
9781857150186,4
9780151015313,4
9780553375930,4
9780684837710,4
9780805081459,4
9780739340332,4
9781928832430,4
9781416543008,4
9780671877781,4
9781890447427,5
9780871139474,5
9780553575958,5
9780765308375,5
9781585100378,5
9780816638635,5
9780486427591,5
9788466620260,6
9780618254118,6
9780312049997,6
9781555973032,6
9780738539560,6
9780671731427,6
9780805016048,6
9780143039099,6
9780679772644,6
9780374530495,7
9783895086908,7
9780553375930,7
9781890159191,7
9780783554570,7
9780881507195,7
9780345477248,7
9780684807546,7
9783499137303,7
9780439101363,7
9780743233590,8
9780446403382,8
9780505523242,8
9781557046864,8
9788432216428,9
9780821778067,9
9780451412126,9
9780670916665,9
9780425199831,9
9780375760945,9
9780743219617,9
9780312936914,9
9780395959916,9
9780870611513,9
9780822318644,10
9780743269834,10
9780486215310,10
9780679772590,10
9780156031639,10
9781585420827,10
9780140369267,10
9780156709903,10
9782207240380,10
9780143038825,11
9780226500621,11
9780674995345,11
9780099416159,11
9780099498636,11
9781842931851,12
9780156286510,12
9780646418421,12
9780349105307,12
9781582348254,12
9781931082730,12
9781568654300,12
9780140447422,12
9780156032520,12
9781401207922,13
9780330412445,13
9780441444250,13
9780786864027,13
9780441014347,13
9780738706122,13
9780553071795,13
9780811209052,13
9781586215989,13
9780385335102,13
9780307343116,13
9780226307756,13
9780874518252,13
9780553576054,13
9780744586534,13
9781416909057,14
9780345272218,14
9780875168166,14
9780425183311,14
9781402728112,14
9780805059335,14
9780689870408,14
9780152054519,14
9780771065262,14
9781585100873,14
9781400075485,15
9780452273375,15
9781591396192,15
9780440228165,15
9788433968777,15
9780446912068,15
9781585675173,15
9780310249870,15
9780446607254,16
9780452284241,16
9780240805412,16
9780441203987,16
9780739308707,16
9780060086213,16
9780253209108,16
9780064472685,16
9780312323868,16
34406054602,17
9780807014264,17
9780345296917,17
9780679776215,17
9789861146140,17
9788433968777,17
9780142501559,17
9780140448924,17
9780312316136,17
9781885972101,17
9780743418133,17
9781857152746,17
9780395544259,18
9780691015972,18
9782207252642,18
9781416509370,18
9780618380442,18
9780826469335,18
9781569319505,18
9780881031904,18
9780691019406,18
9780316159722,19
9788408042433,19
9780553588248,19
9780415253895,19
9780060951306,19
9781587671562,19
9781598530018,19
9780812521351,19
9780671737764,19
9780060572990,19
9780688093389,19
9780142402498,19
9780805072457,20
9780425185506,20
9780618574940,20
9780679726487,20
9780553112443,20
9780805202410,20
9780440221661,20
9780060842314,20
9780553565690,20
9780714530031,20
9780307264558,20
9780373771370,21
9780312930400,21
9780446614160,21
9781595820938,21
9780316117364,21
9781403356208,21
9780679783275,21
9780029227961,21
9781558749603,21
9780679801252,21
9781400075799,21
9781400095285,21
9780141439495,21
9780618711666,22
9780425208465,22
9780345470577,22
9788466620260,22
9780345482402,22
9780060775858,22
9780393967975,22
9788483101612,22
9781402726637,22
9783442552962,23
9780226063126,23
9780060511067,23
9780898599596,23
9780273704744,23
9780060277406,23
9780060513061,23
9780201500646,23
9780878055296,23
9784770027726,23
9780553157277,24
9780553212167,24
9781886350854,24
9780743482714,24
9780747559047,24
9780141187563,24
9780785115311,24
9780813191515,24
9780671605650,24
9781557344496,24
9780385175807,25
9780375415029,25
9782020336468,25
9780886773526,25
9780440182931,25
9782070766031,25
9780936077499,25
9780061214608,25
9780192838742,25
9788427011502,25
9780140193701,25
9780312330873,26
9780735102866,26
9780670034574,26
9780061144905,26
9780691013800,26
9780449910832,26
9780446679220,26
9780064440950,26
9780805208863,26
9780064405713,26
9780143039099,27
9780691019055,27
9780787981297,27
9781561709335,27
9780679763970,27
9780060540944,27
9780872861909,27
9780393964585,27
9781563896316,28
9789500426541,28
9780143104889,28
9780345253590,28
9780451529770,29
9780849942983,29
9783485009607,29
9781842931851,29
9781416505419,29
9781421508504,29
9780553582000,29
9780060734015,29
9780872860025,30
9780006490456,30
9780786011896,30
9780521476768,30
9781400032464,30
9780312997830,30
9780141009056,30
9781595820310,30
9780441251261,30
9780449213537,30
9781400043187,30
9780226307756,31
9780743448949,31
9780517199961,31
9789861156538,31
9780345443588,31
9780764228490,31
9780141305950,31
9780330332651,31
9780618470228,31
9780060011574,31
9780671417017,31
9781904920359,32
9780060952433,32
9780140447897,32
9780060894085,32
9780192804099,32
9780064473545,32
9780486442174,32
9781571103208,32
9781561632893,32
9780439236195,33
9780375500725,33
9780307336132,34
9780862431358,34
9780679890706,34
9780152018481,34
9780453005074,34
9781933440194,34
9780143037750,35
9781572703193,35
9780064472777,35
9780593052228,35
9780192838971,35
9783453861909,35
9780691120041,36
9781416509646,36
9781569709801,36
9781421500812,36
9780192802774,37
9780393062243,37
9781551111728,37
9780689849732,37
9780060787035,37
9781416532811,37
9780755300204,37
9780072920963,37
9780521431088,37
9780226307947,37
9780393924916,37
9780451206701,38
9780618554591,38
9780375408274,38
9780953284122,38
9780312254995,38
9781400102723,38
9780140231571,38
9780345434074,38
9780375703874,39
9781419311741,39
9780006176954,39
9780345439734,39
9780375727573,39
9780141439983,39
9780805069372,41
9780439793957,41
9780553580549,41
9788483103319,41
9780895872739,41
9780006514855,42
9780823084500,42
9780851512280,42
9780192781536,42
9780141187563,42
9782840555520,42
9781855325524,42
9788433920867,42
9780674644847,42
9781593979744,42
9780486443225,42
9780307237699,42
9784091252043,43
9780805072839,43
9780609801406,43
9780375724954,43
9782290011157,43
9780451218292,43
9781932219166,43
9782742741465,44
9781891830433,44
9780192805348,44
9780679436348,44
9780446691437,44
9780684865379,44
9780446695640,44
9780142000687,44
9780553585810,44
9780674993389,45
9780446617451,45
9780452281325,45
9781891190230,45
9780553574630,45
9780140369267,45
9780756403416,45
9780870541858,45
9781401200138,46
9780440241812,46
9780793536696,46
9780312354954,46
9780375508042,46
9780345477521,46
9780060757632,46
9780451527035,46
9780345470638,46
9780451207357,46
9780743487771,46
9780571207084,46
9781400051533,46
9781857152234,46
9780670059676,46
9780375810701,47
9780060092726,47
9783548603254,47
9781400033430,47
9780064470650,47
9780756402976,47
9781400034697,47
9781560257011,47
9781400095469,47
9780425197387,47
9780060511067,47
9780521625623,48
9780452275003,48
9780755304851,48
9781400032051,48
9780763630188,48
9780786198382,48
9780192801739,48
9781575665542,48
9789833346684,48
9780810915879,48
9780684826806,48
9780743457910,48
9780439321624,48
9780684867489,48
9780553470949,48
9781400095308,49
9780142406984,49
9780441011247,49
9781401200688,49
9780743464796,49
9780743418171,49
9781566917667,50
9781400078653,50
9780199264797,50
9780375431531,50
9780375509179,50
9780374522872,50
9780805073669,51
9780786940738,51
9780140449297,51
9781587263835,51
9780785263784,51
9780375823022,51
9780786941223,51
9780749305796,51
9780373638161,51
9780373638178,52
9780140316889,52
9781421513942,52
9781563892677,52
9780299125400,52
9780786845033,52
9781400051731,52
9780060851989,52
9780785123712,52
9780141009056,52
9780099578512,52
9781585676576,52
9780486440910,53
9781593076399,53
9780446520591,53
9784063633931,53
9780805078916,53
9780321182746,53
9780345481337,53
9788478886746,53
9780140422153,53
9780486445632,54
9780872863101,54
9780060578121,54
9781570614590,54
9780060513061,54
9780810117334,54
9781421504032,54
9780441251261,54
9781905177042,54
9780764585746,54
9780789479310,55
9781883937669,55
9780375400612,55
9781844130801,55
9780316905749,55
9780345463098,55
9780743247542,55
9780743231534,56
9780805063899,56
9780306809576,56
9780312932817,56
9780446674829,56
9780972859899,56
9781416939610,56
9780060930059,56
9780752858500,56
9780099421863,56
9781930332355,56
9780451219367,56
9780671027124,56
9780679749066,56
9781567921588,56
9780375415036,56
9781904271352,57
9780307350435,57
9780811215800,57
9780425171394,57
9780060183073,57
9781932416770,57
9780553816327,57
9781400042555,57
9780674993389,57
9780471272427,57
9781594835896,57
9780061139376,57
9780859653725,58
9781595324399,58
9780140444421,58
9781586212230,58
9780812927313,58
9780553581355,58
9789500426541,58
9780440228899,58
9780140260021,58
9780061150142,58
9781593070540,59
9780385333139,59
9789722330558,59
9780941423649,59
9780373802548,59
9781406929980,59
9780375760914,59
9780786809967,59
9780679726470,59
9781400034956,59
9780755323005,60
9780007152537,60
9780803261839,60
9781573225205,60
9780689804441,60
9780812927634,60
9781565124509,60
9780553582901,60
9780847827374,61
9780553584530,61
9780373802135,61
9780446692472,61
9780521890472,61
9780553116083,61
9780805427776,61
9780886775285,61
9780285620643,61
9780439994347,61
9781585673933,61
9780141182353,61
9780756400613,61
9780786855018,61
9780940322714,62
9780812927634,62
9780553586077,62
9780140059021,62
9780517266557,62
9780312010447,62
9781582970073,62
9780393058109,62
9780674514713,62
9780439551892,62
9780876851388,62
9780812513752,62
9780786888016,63
9780061241895,63
9780061125256,63
9780451530158,63
9780415254083,63
9780743269513,63
9780312421977,63
9780446658089,63
9780374500528,63
9780679754855,63
9780843951776,63
9780060263195,64
9780307209436,64
9781843911234,64
9780273704744,64
9781596590939,64
9780671732462,64
9781843540786,64
9780385321983,64
9780553492361,64
9780756611774,64
9780375421761,64
9780747263746,64
9780670038381,64
9780316059855,65
9780553561524,65
9780340654163,65
9781414243672,65
9781402726002,65
9780862731588,65
9780553588194,65
9780380977260,65
694055000612,65
9780520240582,65
9780870700163,66
9780451195579,66
9781591164593,66
9780307376640,66
9780425180051,67
9780312425869,67
9780142437285,67
9780340831205,67
9781564741578,67
9780425196731,67
9780099422174,67
9780802829665,67
9781593076122,67
9780886840495,67
9780974607894,68
9780764127311,68
9780140367355,68
9780691115696,68
9781585675241,68
9780375400704,68
9780330375467,68
9780374517199,68
9780061130359,69
9780231121002,69
9780553580518,69
9781889307152,69
9780451188458,69
9780851115191,69
9780743298025,69
9780553381009,69
9781400032716,69
9780887306662,69
9781421508504,70
9780500277591,70
9780911589030,70
9780091898243,70
9781577660095,70
9780712678865,70
9781555176808,70
9780441014156,70
9780192833600,71
9780312151225,71
9781841882543,71
9780871235961,71
9782020416405,71
9781585673360,71
9780689865404,71
9780786812912,71
9780393927870,71
9783829602266,72
9780824512590,72
9780425199114,72
9781585673933,72
9780812969009,72
9780521406772,72
9781589802544,72
9781568821788,72
9780670400676,73
9780822004158,73
9780618249060,73
9780785930730,73
9784592175438,73
9780449001158,73
9780810915879,73
9781932857009,74
9780446691437,74
9780915144990,74
9780786500734,74
9780812034110,74
9780060095277,74
9781582346175,74
9780812234565,74
9780553293432,74
9780892817580,75
9781573223096,75
9780802131799,75
9780967967578,75
9785550707005,75
9780415283045,75
9780312352356,75
9780671025700,75
9781401200190,75
9780140445206,75
9781931082730,76
9780140018325,76
9780756403591,76
9780141187426,76
9781405153584,77
9780812972528,77
9780375813689,77
9780439872461,77
9780446692632,77
9780312427290,77
9780345484307,77
9781400052585,77
9780345424624,77
9781585361618,78
9781590171493,78
9781557280244,78
9780525949770,78
9781589880191,78
9780375414572,78
9780764222375,78
9780743520058,78
9780812972078,78
9781594832284,78
9780451410818,78
9780380731220,78
9788493464264,78
9781416510871,79
9780886774011,79
9780752858494,79
9780679749066,79
9780140448078,79
9780517551851,79
9780743431019,79
9780553011807,79
9780395971789,79
9780380813810,79
9780812504675,80
9780786177288,80
9780765341136,80
9780156029049,80
9780061127915,80
9780007144358,80
9780446618472,80
9780679643357,80
9780965307796,80
9780312315733,80
9780007158522,80
9780060080839,81
9780440419679,81
9780805832891,81
9780553587890,81
9780520242609,81
9780767907811,81
9780142004104,81
