user_id,friend_id
206,217
356,161
428,37
92,88
245,330
336,448
430,83
242,32
49,391
85,48
486,392
145,99
183,391
296,268
26,407
86,458
122,115
409,145
312,212
498,402
83,160
27,228
435,53
426,499
118,346
99,104
398,171
153,340
180,443
309,99
378,458
454,453
192,453
57,228
208,397
331,238
279,48
143,187
261,408
393,335
184,161
296,402
332,59
34,402
423,177
409,279
120,176
161,177
372,397
45,2
217,459
286,64
2,305
103,357
326,402
174,8
325,177
366,178
490,244
94,244
476,346
267,172
415,70
455,408
133,357
399,476
108,300
385,19
123,19
109,121
235,260
348,137
64,378
12,188
408,188
311,255
88,183
426,178
216,368
329,245
18,383
40,142
477,143
193,384
441,486
480,414
494,312
153,19
213,70
154,429
229,14
267,306
360,497
244,322
230,424
260,266
241,24
347,420
218,40
470,261
487,430
299,379
68,446
49,204
177,389
125,199
204,492
259,199
28,266
446,25
477,277
180,256
306,395
330,200
266,215
384,436
72,349
20,159
336,395
363,498
333,97
486,339
125,333
23,56
88,451
129,452
201,328
43,119
6,237
83,457
41,231
168,6
228,57
379,226
35,416
208,344
309,396
133,170
397,216
223,63
300,283
90,473
112,232
318,108
428,468
215,360
242,463
462,237
24,11
142,232
367,350
389,109
339,22
8,417
42,1
176,1
24,361
115,479
323,428
417,63
397,350
89,197
493,58
374,366
52,315
38,417
390,310
293,377
429,423
28,79
179,248
10,439
354,249
104,74
477,90
67,192
494,259
306,208
292,310
22,449
56,33
61,377
498,378
157,85
190,33
248,203
192,79
266,28
285,270
271,372
343,248
398,147
475,367
134,74
347,367
410,157
126,398
148,157
487,377
247,136
472,254
315,270
215,39
280,434
252,106
326,28
23,219
56,167
83,270
157,219
324,332
35,229
379,39
76,230
384,383
117,39
287,450
37,275
496,35
358,101
399,102
363,445
453,338
150,337
240,230
69,348
44,291
393,445
291,168
6,184
367,163
446,456
83,404
124,405
270,230
330,281
60,420
99,348
121,107
346,225
189,241
39,482
340,410
251,338
283,61
415,180
390,123
395,467
128,123
69,482
448,478
332,303
43,200
478,128
257,129
482,247
163,467
383,241
99,482
368,118
170,133
288,354
18,493
174,252
251,472
396,72
0,72
304,483
68,206
106,498
205,477
293,324
380,478
354,196
393,124
426,72
274,432
81,37
180,16
311,499
498,325
446,135
248,150
387,494
233,27
35,42
378,381
42,432
116,381
341,499
14,104
41,207
491,443
72,459
144,335
331,161
47,402
432,213
418,315
148,454
107,453
430,140
146,381
49,448
481,105
104,155
26,464
370,274
444,223
201,438
178,454
2,228
227,346
213,448
284,99
325,100
490,167
228,167
302,116
30,182
38,43
263,161
342,454
376,38
430,274
335,414
448,291
219,239
332,116
372,454
270,177
402,296
388,398
360,70
29,465
381,358
18,306
367,460
436,65
191,234
438,111
131,368
112,126
492,347
91,188
126,374
332,250
124,486
86,194
462,481
140,430
88,240
387,307
290,374
381,492
18,440
403,251
436,199
141,251
361,25
168,384
116,194
19,261
170,430
304,430
433,251
144,148
283,492
262,369
451,76
49,261
123,210
71,20
269,35
461,205
172,102
139,154
237,497
451,426
83,30
426,369
67,436
497,20
254,262
157,329
231,278
495,324
343,492
417,441
16,97
169,339
222,165
395,93
414,143
410,401
358,211
187,329
261,278
333,154
338,498
310,170
409,149
240,340
28,457
465,458
13,334
425,278
153,344
6,294
18,119
319,232
453,232
170,109
203,57
208,401
333,288
198,63
15,356
235,130
12,58
237,176
66,294
313,171
189,135
494,182
416,299
94,248
75,6
346,469
420,418
401,176
459,346
192,2
271,295
304,243
343,171
436,362
54,68
491,69
174,362
394,136
36,428
399,480
336,131
448,372
470,131
38,474
181,28
184,299
239,198
277,490
280,7
375,244
429,480
327,203
426,182
211,28
329,249
119,439
292,367
56,90
42,192
121,485
281,208
234,362
343,305
174,496
75,490
262,316
284,75
126,455
165,383
375,378
411,35
139,101
240,153
226,255
280,491
178,214
351,142
67,383
153,157
330,204
46,445
35,286
136,338
117,96
377,400
437,451
352,343
30,292
486,343
439,497
379,446
411,169
353,164
69,405
256,231
214,5
7,466
444,467
142,102
6,241
386,462
367,220
157,410
292,46
60,477
330,338
99,405
173,354
131,128
249,349
323,298
309,400
436,175
96,292
416,462
352,477
90,477
186,185
239,11
299,62
428,472
376,282
128,180
293,247
143,488
499,123
182,416
66,241
253,67
332,360
387,67
235,427
45,303
482,304
306,78
479,6
121,298
195,247
46,124
459,293
137,242
357,16
436,309
417,67
21,67
475,237
325,478
399,427
322,180
239,145
299,196
352,22
293,381
12,139
466,309
278,258
226,68
33,427
88,134
253,201
32,202
197,269
26,387
419,89
498,382
479,140
9,191
234,309
368,309
192,83
362,494
398,151
21,201
100,494
474,146
116,438
479,490
336,212
303,264
437,264
93,454
148,161
192,433
338,258
90,156
203,33
70,443
106,100
204,443
47,459
294,336
13,94
118,110
467,264
180,207
372,377
97,172
157,223
330,151
398,285
153,454
309,213
1,60
39,352
325,157
228,224
112,49
428,285
205,213
129,403
242,280
489,157
43,70
307,116
408,168
124,409
383,111
360,127
290,297
243,481
438,168
487,60
203,301
225,60
304,353
205,347
471,466
182,363
126,431
220,66
258,358
354,66
109,235
274,302
499,420
494,76
172,25
306,25
61,194
382,20
473,138
211,138
477,257
494,426
191,425
361,82
75,250
116,251
303,77
401,420
150,20
246,482
301,189
204,256
226,15
465,31
418,185
430,10
280,251
373,442
407,26
7,92
199,262
419,36
28,380
178,324
398,98
463,493
254,319
176,436
243,160
281,452
164,52
414,200
358,268
96,268
160,283
182,42
220,334
261,335
481,109
434,263
409,206
120,103
226,499
372,324
9,272
50,273
499,99
99,165
103,284
497,211
189,58
268,351
254,453
18,176
441,279
78,227
344,346
330,448
94,171
168,120
267,99
420,341
277,63
455,335
133,284
427,7
110,300
295,53
277,413
161,238
312,407
484,110
327,126
459,53
362,120
403,121
477,70
367,464
100,120
325,238
378,64
416,356
319,423
79,182
454,59
244,249
230,351
469,367
155,177
205,294
339,486
466,69
295,187
220,13
258,305
450,475
188,475
348,198
427,491
237,367
311,316
102,142
156,378
269,255
67,306
287,80
457,491
479,250
195,491
266,142
343,362
208,137
246,429
171,255
470,322
148,271
409,19
364,276
451,430
215,153
13,204
421,29
462,30
2,45
97,282
78,40
138,91
248,451
435,277
416,35
117,153
492,30
400,441
111,338
92,96
133,97
224,215
358,215
242,40
247,384
300,210
486,400
90,400
310,174
15,226
428,395
235,0
240,344
372,271
217,333
43,180
103,231
268,298
6,298
23,467
367,277
78,174
210,293
304,113
309,457
207,180
246,108
110,247
283,175
300,344
30,483
355,51
470,1
334,113
427,304
278,181
355,401
181,248
162,6
214,196
426,52
238,1
288,118
81,17
193,258
494,186
191,185
8,478
135,253
420,422
323,489
58,191
433,68
14,84
338,181
376,473
109,129
470,485
327,207
275,17
294,259
385,377
371,479
142,427
329,253
477,151
67,253
383,489
195,438
46,315
398,208
458,259
213,428
212,203
74,269
454,490
127,95
206,388
335,44
472,315
488,259
218,398
391,326
28,274
129,326
354,444
118,167
254,213
367,90
441,39
270,157
173,224
351,496
420,101
57,49
152,286
284,213
14,352
110,60
90,347
263,275
226,393
430,388
66,111
217,280
120,347
6,245
485,445
480,101
344,240
402,410
173,358
309,404
18,420
339,246
89,71
492,461
205,404
53,10
108,471
107,246
280,174
392,415
65,20
423,482
334,410
7,15
480,235
237,477
259,236
80,493
459,297
324,72
458,72
213,241
3,431
336,82
401,477
148,31
244,493
491,370
428,21
218,211
102,36
129,139
44,31
269,149
408,493
447,421
125,370
424,437
102,386
275,314
330,21
60,160
178,381
398,155
477,448
378,442
479,494
111,98
116,442
127,42
305,314
111,448
171,499
432,274
129,273
449,443
160,340
261,392
242,150
32,340
355,27
71,268
423,161
139,402
64,228
499,156
13,448
173,171
200,274
29,392
18,233
4,335
152,233
138,335
229,453
77,59
168,177
439,448
277,120
376,99
147,239
